,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-2047000000.0,-2562000000.0,-5494000000.0,-4053000000.0
Repurchase Of Capital Stock,-289000000.0,0.0,0.0,-308000000.0
Repayment Of Debt,-4905000000.0,-2945000000.0,-3546000000.0,-1025000000.0
Issuance Of Debt,7299000000.0,6971000000.0,8066000000.0,5045000000.0
Issuance Of Capital Stock,562000000.0,13000000.0,2009000000.0,912000000.0
Capital Expenditure,-5448000000.0,-5778000000.0,-5505000000.0,-5480000000.0
Interest Paid Supplemental Data,1401000000.0,1001000000.0,887000000.0,836000000.0
End Cash Position,532000000.0,917000000.0,394000000.0,56000000.0
Beginning Cash Position,917000000.0,394000000.0,89000000.0,24000000.0
Changes In Cash,-385000000.0,523000000.0,305000000.0,32000000.0
Financing Cash Flow,1447000000.0,2881000000.0,5445000000.0,3699000000.0
Cash Flow From Continuing Financing Activities,1447000000.0,2881000000.0,5445000000.0,3699000000.0
Net Other Financing Charges,,-9000000.0,-61000000.0,1437000000.0
Cash Dividends Paid,-1220000000.0,-1149000000.0,-1023000000.0,-1450000000.0
Preferred Stock Dividend Paid,-108000000.0,-99000000.0,-35000000.0,
Common Stock Dividend Paid,-1112000000.0,-1050000000.0,-988000000.0,-1450000000.0
Net Preferred Stock Issuance,253000000.0,0.0,1977000000.0,-308000000.0
Preferred Stock Payments,-289000000.0,0.0,0.0,-308000000.0
Preferred Stock Issuance,542000000.0,0.0,1977000000.0,
Net Common Stock Issuance,20000000.0,13000000.0,32000000.0,912000000.0
Common Stock Issuance,20000000.0,13000000.0,32000000.0,912000000.0
Net Issuance Payments Of Debt,2394000000.0,4026000000.0,4520000000.0,4020000000.0
Net Short Term Debt Issuance,-229000000.0,-860000000.0,145000000.0,2043000000.0
Short Term Debt Payments,-2407000000.0,-1860000000.0,-2509000000.0,-326000000.0
Short Term Debt Issuance,2178000000.0,1000000000.0,2654000000.0,2369000000.0
Net Long Term Debt Issuance,2623000000.0,4886000000.0,4375000000.0,1977000000.0
Long Term Debt Payments,-2498000000.0,-1085000000.0,-1037000000.0,-699000000.0
Long Term Debt Issuance,5121000000.0,5971000000.0,5412000000.0,2676000000.0
Investing Cash Flow,-5233000000.0,-5574000000.0,-5151000000.0,-5094000000.0
Cash Flow From Continuing Investing Activities,-5233000000.0,-5574000000.0,-5151000000.0,-5094000000.0
Net Other Investing Changes,35000000.0,81000000.0,98000000.0,189000000.0
Net Investment Purchase And Sale,180000000.0,123000000.0,256000000.0,197000000.0
Sale Of Investment,4597000000.0,4177000000.0,3961000000.0,5927000000.0
Purchase Of Investment,-4417000000.0,-4054000000.0,-3705000000.0,-5730000000.0
Capital Expenditure Reported,-5448000000.0,-5778000000.0,-5505000000.0,-5480000000.0
Operating Cash Flow,3401000000.0,3216000000.0,11000000.0,1427000000.0
Cash Flow From Continuing Operating Activities,3401000000.0,3216000000.0,11000000.0,1427000000.0
Change In Working Capital,-674000000.0,-52000000.0,-3500000000.0,-1063000000.0
Change In Other Working Capital,592000000.0,337000000.0,-1163000000.0,-1669000000.0
Change In Other Current Liabilities,-410000000.0,-56000000.0,-2648000000.0,-56000000.0
Change In Payables And Accrued Expense,-408000000.0,367000000.0,138000000.0,63000000.0
Change In Payable,-408000000.0,367000000.0,138000000.0,63000000.0
Change In Account Payable,-408000000.0,367000000.0,138000000.0,63000000.0
Change In Inventory,-63000000.0,-58000000.0,-21000000.0,-43000000.0
Change In Receivables,-385000000.0,-642000000.0,194000000.0,642000000.0
Changes In Account Receivables,-349000000.0,-252000000.0,-514000000.0,-290000000.0
Other Non Cash Items,-162000000.0,-66000000.0,184000000.0,-60000000.0
Asset Impairment Charge,1000000.0,54000000.0,71000000.0,-150000000.0
Deferred Tax,108000000.0,-177000000.0,43000000.0,-263000000.0
Deferred Income Tax,108000000.0,-177000000.0,43000000.0,-263000000.0
Depreciation Amortization Depletion,2721000000.0,2633000000.0,2288000000.0,2021000000.0
Depreciation And Amortization,2721000000.0,2633000000.0,2288000000.0,2021000000.0
Operating Gains Losses,,,,-133000000.0
Net Income From Continuing Operations,1407000000.0,824000000.0,925000000.0,942000000.0
