,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,18887000000.0,1086000000.0,1202000000.0,6221000000.0
Repurchase Of Capital Stock,-3309000000.0,-4395000000.0,-600000000.0,0.0
Repayment Of Debt,-51135000000.0,-22240000000.0,-8077000000.0,-1934000000.0
Issuance Of Debt,72297000000.0,36366000000.0,18143000000.0,4304000000.0
Issuance Of Capital Stock,0.0,740000000.0,2806000000.0,4940000000.0
Capital Expenditure,-700000000.0,-971000000.0,-916000000.0,-631000000.0
Interest Paid Supplemental Data,5623000000.0,1355000000.0,501000000.0,434000000.0
Income Tax Paid Supplemental Data,1620000000.0,2130000000.0,2053000000.0,803000000.0
End Cash Position,74473000000.0,58720000000.0,93338000000.0,70560000000.0
Beginning Cash Position,58720000000.0,93338000000.0,70560000000.0,45577000000.0
Changes In Cash,15753000000.0,-34618000000.0,22778000000.0,24983000000.0
Financing Cash Flow,-61245000000.0,-68723000000.0,96323000000.0,143982000000.0
Cash Flow From Continuing Financing Activities,-61245000000.0,-68723000000.0,96323000000.0,143982000000.0
Net Other Financing Charges,-100000000.0,-94000000.0,-104000000.0,-55000000.0
Proceeds From Stock Option Exercised,49000000.0,64000000.0,221000000.0,79000000.0
Cash Dividends Paid,-2276000000.0,-2110000000.0,-1822000000.0,-1280000000.0
Net Preferred Stock Issuance,-467000000.0,-260000000.0,2206000000.0,4940000000.0
Preferred Stock Payments,-467000000.0,-1000000000.0,-600000000.0,0.0
Preferred Stock Issuance,0.0,740000000.0,2806000000.0,4940000000.0
Net Common Stock Issuance,-2842000000.0,-3395000000.0,0.0,0.0
Common Stock Payments,-2842000000.0,-3395000000.0,0.0,0.0
Net Issuance Payments Of Debt,21162000000.0,14126000000.0,10066000000.0,2370000000.0
Net Short Term Debt Issuance,1896000000.0,-209000000.0,4852000000.0,0.0
Short Term Debt Payments,-15104000000.0,-21100000000.0,-6255000000.0,-1234000000.0
Short Term Debt Issuance,17000000000.0,20891000000.0,11107000000.0,1234000000.0
Net Long Term Debt Issuance,19266000000.0,14335000000.0,5214000000.0,2370000000.0
Long Term Debt Payments,-36031000000.0,-1140000000.0,-1822000000.0,-700000000.0
Long Term Debt Issuance,55297000000.0,15475000000.0,7036000000.0,3070000000.0
Investing Cash Flow,57411000000.0,32048000000.0,-75663000000.0,-125851000000.0
Cash Flow From Continuing Investing Activities,57411000000.0,32048000000.0,-75663000000.0,-125851000000.0
Net Other Investing Changes,-935000000.0,-544000000.0,-388000000.0,-170000000.0
Net Investment Purchase And Sale,58947000000.0,39351000000.0,-63514000000.0,-134123000000.0
Sale Of Investment,60434000000.0,90360000000.0,108218000000.0,68048000000.0
Purchase Of Investment,-1487000000.0,-51009000000.0,-171732000000.0,-202171000000.0
Net Business Purchase And Sale,,0.0,0.0,14748000000.0
Sale Of Business,,0.0,0.0,14748000000.0
Net PPE Purchase And Sale,-700000000.0,-971000000.0,-916000000.0,-631000000.0
Purchase Of PPE,-700000000.0,-971000000.0,-916000000.0,-631000000.0
Operating Cash Flow,19587000000.0,2057000000.0,2118000000.0,6852000000.0
Cash Flow From Continuing Operating Activities,19587000000.0,2057000000.0,2118000000.0,6852000000.0
Change In Working Capital,11808000000.0,-8587000000.0,-7926000000.0,948000000.0
Change In Other Working Capital,,,-3398000000.0,-10208000000.0
Change In Other Current Assets,21739000000.0,-775000000.0,-4550000000.0,-10204000000.0
Change In Payables And Accrued Expense,-7796000000.0,-31759000000.0,22792000000.0,25761000000.0
Change In Accrued Expense,4856000000.0,-3526000000.0,1322000000.0,2852000000.0
Change In Payable,-12652000000.0,-28233000000.0,21470000000.0,22909000000.0
Change In Account Payable,-12652000000.0,-28233000000.0,21470000000.0,22909000000.0
Change In Receivables,-2135000000.0,23947000000.0,-26168000000.0,-14609000000.0
Changes In Account Receivables,-2135000000.0,23947000000.0,-26168000000.0,-14609000000.0
Other Non Cash Items,702000000.0,490000000.0,372000000.0,349000000.0
Stock Based Compensation,320000000.0,366000000.0,254000000.0,204000000.0
Deferred Tax,-478000000.0,-18000000.0,53000000.0,-138000000.0
Deferred Income Tax,-478000000.0,-18000000.0,53000000.0,-138000000.0
Depreciation Amortization Depletion,1338000000.0,1248000000.0,1164000000.0,604000000.0
Depreciation And Amortization,1338000000.0,1248000000.0,1164000000.0,604000000.0
Amortization Cash Flow,534000000.0,596000000.0,615000000.0,190000000.0
Amortization Of Intangibles,534000000.0,596000000.0,615000000.0,190000000.0
Depreciation,804000000.0,652000000.0,549000000.0,414000000.0
Net Income From Continuing Operations,5067000000.0,7183000000.0,5855000000.0,3299000000.0
