,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,2876158000.0,2515920000.0,2117353000.0,1578515000.0
Repurchase Of Capital Stock,-537163000.0,-94140000.0,-122426000.0,-346357000.0
Repayment Of Debt,-974000.0,-429812000.0,-504952000.0,-652751000.0
Issuance Of Debt,,,1034107000.0,741637000.0
Capital Expenditure,-53080000.0,-52684000.0,-66634000.0,-38171000.0
End Cash Position,1363195000.0,1449346000.0,1568843000.0,2372366000.0
Beginning Cash Position,1449346000.0,1568843000.0,2372366000.0,1023710000.0
Effect Of Exchange Rate Changes,9070000.0,-24754000.0,-4195000.0,10117000.0
Changes In Cash,-95221000.0,-94743000.0,-799328000.0,1338539000.0
Financing Cash Flow,-1062495000.0,-771992000.0,5831000.0,-397843000.0
Cash Flow From Continuing Financing Activities,-1062495000.0,-771992000.0,5831000.0,-397843000.0
Net Other Financing Charges,-22902000.0,-12848000.0,-45162000.0,-56225000.0
Cash Dividends Paid,-501456000.0,-235192000.0,-355736000.0,-84147000.0
Common Stock Dividend Paid,-501456000.0,-235192000.0,-355736000.0,-84147000.0
Net Common Stock Issuance,-537163000.0,-94140000.0,-122426000.0,-346357000.0
Common Stock Payments,-537163000.0,-94140000.0,-122426000.0,-346357000.0
Net Issuance Payments Of Debt,-974000.0,-429812000.0,529155000.0,88886000.0
Net Long Term Debt Issuance,-974000.0,-429812000.0,529155000.0,88886000.0
Long Term Debt Payments,-974000.0,-429812000.0,-504952000.0,-652751000.0
Long Term Debt Issuance,,,1034107000.0,741637000.0
Investing Cash Flow,-1961964000.0,-1891355000.0,-2989146000.0,119696000.0
Cash Flow From Continuing Investing Activities,-1961964000.0,-1891355000.0,-2989146000.0,119696000.0
Net Other Investing Changes,-33929000.0,14337000.0,-17983000.0,-26515000.0
Dividends Received Cfi,-19904000.0,24623000.0,101050000.0,-3042000.0
Net Investment Purchase And Sale,-1908267000.0,-2605716000.0,-3145044000.0,7023000.0
Sale Of Investment,4836950000.0,5771446000.0,8036349000.0,7811645000.0
Purchase Of Investment,-6745217000.0,-8377162000.0,-11181393000.0,-7804622000.0
Net Investment Properties Purchase And Sale,-2074000.0,-45920000.0,166886000.0,178934000.0
Sale Of Investment Properties,,,,178934000.0
Net Business Purchase And Sale,85009000.0,857217000.0,0.0,0.0
Sale Of Business,96567000.0,906789000.0,0.0,0.0
Purchase Of Business,-11558000.0,-49572000.0,0.0,0.0
Net PPE Purchase And Sale,-53080000.0,-52684000.0,-66634000.0,-38171000.0
Purchase Of PPE,-53080000.0,-52684000.0,-66634000.0,-38171000.0
Operating Cash Flow,2929238000.0,2568604000.0,2183987000.0,1616686000.0
Cash Flow From Continuing Operating Activities,2929238000.0,2568604000.0,2183987000.0,1616686000.0
Change In Working Capital,1579038000.0,1425863000.0,1287257000.0,1056231000.0
Change In Other Working Capital,-265795000.0,-314675000.0,-380437000.0,-255522000.0
Change In Receivables,-334178000.0,-268171000.0,-364395000.0,-173618000.0
Changes In Account Receivables,-334178000.0,-268171000.0,-364395000.0,-173618000.0
Other Non Cash Items,2487000.0,3892000.0,8525000.0,2315000.0
Stock Based Compensation,51000000.0,49411000.0,46680000.0,49658000.0
Unrealized Gain Loss On Investment Securities,-70448000.0,632000.0,38455000.0,
Depreciation And Amortization,-20861000.0,55872000.0,129682000.0,135065000.0
Operating Gains Losses,6663000.0,-348128000.0,-349102000.0,-157253000.0
Gain Loss On Investment Securities,6663000.0,-348128000.0,-349102000.0,-157253000.0
Net Income From Continuing Operations,1381359000.0,1381062000.0,1022490000.0,530670000.0
