,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Free Cash Flow,6176000000.0,6760000000.0,8260000000.0,9258000000.0
Repurchase Of Capital Stock,-6138000000.0,-14124000000.0,-13012000000.0,-4971000000.0
Repayment Of Debt,-601000000.0,-867000000.0,-2118000000.0,-5618000000.0
Issuance Of Debt,2983000000.0,9667000000.0,4972000000.0,7929000000.0
Capital Expenditure,-1964000000.0,-1829000000.0,-1853000000.0,-1791000000.0
Interest Paid Supplemental Data,1464000000.0,976000000.0,837000000.0,824000000.0
Income Tax Paid Supplemental Data,3700000000.0,1720000000.0,2735000000.0,1588000000.0
End Cash Position,921000000.0,1348000000.0,1133000000.0,4690000000.0
Other Cash Adjustment Outside Changein Cash,,,0.0,0.0
Beginning Cash Position,1348000000.0,1133000000.0,4690000000.0,716000000.0
Effect Of Exchange Rate Changes,0.0,-16000000.0,-8000000.0,10000000.0
Changes In Cash,-427000000.0,231000000.0,-3549000000.0,3964000000.0
Financing Cash Flow,-6666000000.0,-7049000000.0,-12016000000.0,-5191000000.0
Cash Flow From Continuing Financing Activities,-6666000000.0,-7049000000.0,-12016000000.0,-5191000000.0
Net Other Financing Charges,-21000000.0,-5000000.0,-6000000.0,-38000000.0
Proceeds From Stock Option Exercised,141000000.0,151000000.0,132000000.0,152000000.0
Cash Dividends Paid,-2531000000.0,-2370000000.0,-1984000000.0,-1704000000.0
Common Stock Dividend Paid,-2531000000.0,-2370000000.0,-1984000000.0,-1704000000.0
Net Common Stock Issuance,-6138000000.0,-14124000000.0,-13012000000.0,-4971000000.0
Common Stock Payments,-6138000000.0,-14124000000.0,-13012000000.0,-4971000000.0
Net Issuance Payments Of Debt,1883000000.0,9299000000.0,2854000000.0,1370000000.0
Net Short Term Debt Issuance,-499000000.0,499000000.0,0.0,-941000000.0
Net Long Term Debt Issuance,2382000000.0,8800000000.0,2854000000.0,2311000000.0
Long Term Debt Payments,-601000000.0,-867000000.0,-2118000000.0,-5618000000.0
Long Term Debt Issuance,2983000000.0,9667000000.0,4972000000.0,7929000000.0
Investing Cash Flow,-1901000000.0,-1309000000.0,-1646000000.0,-1894000000.0
Cash Flow From Continuing Investing Activities,-1901000000.0,-1309000000.0,-1646000000.0,-1894000000.0
Net Other Investing Changes,-27000000.0,-1000000.0,-134000000.0,-25000000.0
Net Investment Purchase And Sale,-63000000.0,-15000000.0,228000000.0,-168000000.0
Sale Of Investment,1722000000.0,1174000000.0,3293000000.0,2926000000.0
Purchase Of Investment,-1785000000.0,-1189000000.0,-3065000000.0,-3094000000.0
Net Business Purchase And Sale,100000000.0,491000000.0,0.0,0.0
Sale Of Business,100000000.0,491000000.0,0.0,0.0
Net PPE Purchase And Sale,53000000.0,45000000.0,113000000.0,90000000.0
Sale Of PPE,53000000.0,45000000.0,113000000.0,90000000.0
Capital Expenditure Reported,-1964000000.0,-1829000000.0,-1853000000.0,-1791000000.0
Operating Cash Flow,8140000000.0,8589000000.0,10113000000.0,11049000000.0
Cash Flow From Continuing Operating Activities,8140000000.0,8589000000.0,10113000000.0,11049000000.0
Change In Working Capital,-2228000000.0,-2882000000.0,-1127000000.0,1895000000.0
Change In Other Working Capital,-170000000.0,-183000000.0,413000000.0,512000000.0
Change In Other Current Liabilities,-2057000000.0,388000000.0,-570000000.0,813000000.0
Change In Other Current Assets,182000000.0,56000000.0,-23000000.0,326000000.0
Change In Payables And Accrued Expense,-1820000000.0,-549000000.0,466000000.0,3211000000.0
Change In Payable,-1820000000.0,-549000000.0,466000000.0,3211000000.0
Change In Account Payable,-1820000000.0,-549000000.0,466000000.0,3211000000.0
Change In Inventory,1637000000.0,-2594000000.0,-1413000000.0,-2967000000.0
Other Non Cash Items,499000000.0,530000000.0,517000000.0,479000000.0
Stock Based Compensation,210000000.0,223000000.0,230000000.0,155000000.0
Asset Impairment Charge,83000000.0,2118000000.0,34000000.0,139000000.0
Deferred Tax,6000000.0,-239000000.0,135000000.0,-108000000.0
Deferred Income Tax,6000000.0,-239000000.0,135000000.0,-108000000.0
Depreciation Amortization Depletion,1923000000.0,1981000000.0,1882000000.0,1594000000.0
Depreciation And Amortization,1923000000.0,1981000000.0,1882000000.0,1594000000.0
Operating Gains Losses,-79000000.0,421000000.0,34000000.0,1060000000.0
Gain Loss On Sale Of PPE,,,34000000.0,139000000.0
Gain Loss On Sale Of Business,-79000000.0,421000000.0,0.0,0.0
Net Income From Continuing Operations,7726000000.0,6437000000.0,8442000000.0,5835000000.0
